Season,Episode,Seasonnum,Episodenum,Airdate,Airyear,Host,HostClean,MusicalGuest,Description,Gender,GenderNum,Profession
S8,Ep20,8,20,05/14/1983,1983,Ed Koch,Ed Koch,Kevin Rowland & Dexy's Midnight Runners,"Sketches include ""What's the most disgusting thing you've seen in New York?, Mister Robinson's Neighborhood, LEdge, The Enquirer, Bald No More, Whiners, Late Night With David Letterman, Birthday A Go-Go."" Musical numbers were ""Come On, Eileen, The Celtic Soul Brothers.""",M,0,Other
S9,Ep1,9,1,10/08/1983,1983,Brandon Tartikoff,Brandon Tartikoff,John Cougar Mellencamp,"The host for this episode is Brandon Tartikoff and the musical guest is John Cougar Mellencamp (his second appearance, his first under his real surname). Sketches are: Gross, Kazurinsky and Murphy are at Brandon's office; Brooke Shields under the pseudonym of ""Martha"" endorses Calvin Klein Cream Pies; James Watt is hated by his maid Rose; Art Hammond interviews a jazz musician; Herb Fein; the Whiners have ideas for their show; Gumby has a rehearsal; Larry's Corner; two criminals take a shop and an NBC self-parody ad. John Cougar Mellencamp performs ""Pink Houses"" and ""...",M,0,Other
S9,Ep2,9,2,10/15/1983,1983,Danny DeVito & Rhea Pearlman,Danny DeVito & Rhea Pearlman,Eddy Grant,"Sketch's were as follows, ""Calvin Klein Cream Pies, Mister Robinson's Neighborhood, Crazy Edelman, What Would Frank Do?, Small World, Odyssey of a Paperclip, Spanish Class, Autograph Hounds, Book Beat, The Amos 'n Andy Show, Masterpiece Humor, Body Guard."" Musical numbers were ""I Don't Wanna Dance, Electric Avenue and Living on the Front Line.""",B,2,Actor
S9,Ep3,9,3,10/22/1983,1983,John Candy,John Candy,Men at Work,"Sketch's include ""Locker Room, Old Country Ski Lodge, Village of the Damned Little Rascals, Eddie In New Jersey, Phone Booth Confession, Movie Contract, Backstage with Ronald McDonald, Poly-Rock, Candace's Fantasy Shack, Men Behind Bars, Backstage."" Musical numbers include ""Doctor Heckyll and Mr. Jive and It's a Mistake""",M,0,Actor
S9,Ep4,9,4,11/05/1983,1983,Betty Thomas,Betty Thomas,Stray Cats,"Hosted by Hill Street Blues star Betty Thomas with music by The Stray Cats, the show is interrupted several times for special reports concerning the US invasion of Switzerland. The crisis came about after so-called 'Swiss Neutrallist' short changed an American tourist in a chocolate shop. Two sketches starring Eddie Murphy, including the famous ""James Brown Hot Tub"" were prerecorded for this show. Meanwhile, on Saturday Night News, new guy Jim Belushi has trouble coming up with a catchphrase or routine that hasn't already been done.",F,1,Actor
S9,Ep5,9,5,11/12/1983,1983,Teri Garr,Teri Garr,Mick Fleetwood's Zoo,"Sketch's include ""Cheerleaders, Mister Robinson's Neighborhood, Thirsty Guy, History: The Real Story, Dion's Cornet Man, Dopeball, Caffeine Achievers, Kennedy: The Man Behind The Woman!, Sarcastic Mother Superior, She's A Witch, What's the stupidest thing you've ever done?"" Musical numbers were ""Tonight and Way Down.""",F,1,Actor
S9,Ep6,9,6,11/19/1983,1983,Jerry Lewis,Jerry Lewis,Loverboy,"Sketch's include ""Surgery, What Famous Person Do You Look Like?, The Forum, American In Paris, Cornet, Entertainment Tonight, Parachute, Fascinating People and Their Friends, Larry's Corner, Thanksgiving Dinner, Gusty, Jerry Schtick."" Musical numbers were ""Working for the Weekend""",M,0,Actor
S9,Ep7,9,7,12/03/1983,1983,The Smothers Brothers,The Smothers Brothers,Big Country,"Sketch's include, ""Rain Delay, Crisis Game '83, Know your Neighbor, Carvel, Mentl, DreamLand, The Point, Clark Street Garage Band, Autograph."" Musical numbers were ""In a big Country"" and ""Fields of Fire""",M,0,Comedian
S9,Ep8,9,8,12/10/1983,1983,Flip Wilson,Flip Wilson,Stevie Nicks,"Sketch's include ""Dion's, Unrequited Sex, Unanswered Questions of the Universe, Hello, Trudy!, Older Sisters of The Young, Pudge and Solomon, Reverend Leroy, Crazy Weinstein, Shoe Tier, Subterraneans."" Musical numbers were ""Stand Back"" and ""Nightbird""",M,0,Comedian
S9,Ep9,9,9,01/14/1984,1984,Father Guido Sarducci,Father Guido Sarducci,Huey Lewis & The News,"Sketch's include ""National Phone-In Democratic Primary, Buckwheat's Ghost, Countdown 84, Tasteless Choice, The Man Who Loved Swimmin', Nice Boys Don't Get Girls Pregnant, Right to Vote, Airport, Phone-In Results"" Musical numbers were ""Heart and Soul"" and ""I Want a New Drug""",M,0,Comedian
S9,Ep10,9,10,01/21/1984,1984,Michael Palin,Michael Palin,Mary Palin & The Motels,"Sketch's include ""Donahue, Boy George Burn: The Man and His Music, Mister Robinson's Neighborhood, Mick Pitwhistle Does It All, Powerful Living Snaps, Man on a Chain, That's Okay, Shoplifter, Would You Believe It?, Save Lots of Plankton, House of Mutton, Boy's Life on the Mississippi"" Musical numbers include ""Suddenly Last Summer"" and ""Remember the Nights""",M,0,Actor
S9,Ep11,9,11,01/28/1984,1984,Don Rickles,Don Rickles,Billy Idol,"Sketch's include ""TV President, Kannon AE-1, I Married A Monkey, The Hamlisch Maneuver, Fascinating People and Their Friends, Witness Relocation, Saint Don of Verona, El Dorko, This is Your Afterlife, Anniversary Special"" The Musical numbers were ""White Wedding"" and ""Rebel Yell""",M,0,Actor
S9,Ep12,9,12,02/11/1984,1984,Robin Williams,Robin Williams,Adam Ant,"Sketch's include ""Winter Olympics, Buddweiser Light, Rock and Roll and then some, Wild Kingdom of Heaven, Gandi and The Bandit, Firing Line, Babies In Makeup, Mime Roommate, New Bad Babies, MTV News, Siamese Twins, Patty's Place"" Musical numbers were ""Strip"" and ""Goody Two Shoes""",M,0,Actor
S9,Ep13,9,13,02/18/1984,1984,Jamie Lee Curtis,Jamie Lee Curtis,The Fixx,"Jamie Lee Curtis plays herself in various sketches, but also a stewardess, an adult actress and the wife of a man cursed by a game of 'tag'. There is music from Rappin' Jimmy B, Eddie Murphy in a video store sketch and British band The Fixx, making their live American TV debut. ""The Julia Show"" leads into a performance by Joel Hodgson. Wayne Huevos has a commentary on Saturday Night News. Joe Piscopo fills in for Don Pardo and does his Ronald Reagan impression. There are repeat showings of the fake commercials for 'Rubik's Grenade' and 'Texxon Oil', as well as the ...",F,1,Actor
S9,Ep14,9,14,02/25/1984,1984,Edwin Newman,Edwin Newman,Kool & The Gang,"Sketch's include ""Hairdressers"", Buddweiser Light"", ""Hymietown"". ""Hotline"", ""Fur: You Deserve It!"", ""News Bar"", ""speaking Freely"", ""How High the Moon"", ""Urban Answers"", ""A Nickel"", ""Face the Press"", and ""Jacoby Escort Service"". Musical numbers include ""Joanna"" and ""Celebration"".",M,0,Actor
S9,Ep15,9,15,03/17/1984,1984,Billy Crystal,Billy Crystal,Al Jarreau,"Sketch's include ""St. Patrick's Day Wrap-Up"", ""Hung Like Me"", ""Winston University"", ""Family in the Attic"", ""Sammy and Reagan"", ""Unanswered Questions of the Universe"", Bad Career Moves"", ""God's Place"", ""The Womb"", ""The First Show"" and the musical numbers were ""Mornin"" and ""Trouble in Paradise""",M,0,Actor
S9,Ep16,9,16,04/07/1984,1984,Michael Douglas,Michael Douglas,Deniece Williams,A young couple in love faces an unexpected and momentous decision while visiting a neighborhood ice cream parlor.,M,0,Actor
S9,Ep17,9,17,04/14/1984,1984,George McGovern,George McGovern,Madness,"Sketch's include ""Lost Script"", ""MTV News"", ""Folgers Crystals"", ""Price Water-house"", ""4 Minutes to Live"", ""Annie Audition"", ""Next Week"", ""Footless"", ""Soundtrack"", ""TV's Foul-Ups, Bleeps, Blunders, Bloopers, Practical Jokes, And Political Debates"", ""Sugar or Plain"", ""Sleepy Boy 2000"". Musical numbers were ""Let's Hear it for the Boy"" and ""Wrapped Up""",M,0,Actor
S9,Ep18,9,18,05/05/1984,1984,Barry Bostwick,Barry Bostwick,Spinal Tap,"Sketch's include ""simulated cat fight"", ""Folgers Crystals"", ""Lie Detectory"", ""Iceman"", ""2 On the Town"", ""Spinal Tap Interview"", ""The Turkey Lady"", ""Barney's Beat"", ""Sunny-Side Ice Tea"", ""La Cage Aux Folles"", ""Unanswered Questions of the Universe"", ""Dog Day P.M."" musical numbers were ""Christmas with the Devil"" and ""Big Bottom""",M,0,Actor
S9,Ep19,9,19,05/12/1984,1984,Billy Crystal,Billy Crystal,"Ed Koch & Edwin Newman, Don Novello, Betty Thomas, The Cars","Five hosts compete for airtime with the regular cast. Billy Crystal appears as Sammy Davis Jr. with Joe Piscopo's Frank Sinatra in the cold opening and as Fernando on Saturday Night News. Mayor Ed Koch plugs his book on ""Mayor Koch's Neighborhood"". Edwin Newman comes out of retirement to host Saturday Night News and appear on the 'Hello, Trudy!' show. Father Guido Sarducci does pre-recorded street interviews and is seen in a repeat of a commercial for "" I got you Willie, I got you Guido' (with Jim Belushi as Willie Nelson). Betty Thomas joins a self defense class run ...",M,0,Comedian
S10,Ep1,10,1,10/06/1984,1984,None,None,Thompson Twins,"Sketch's include ""Lifestyles of the Relatives of the Rich and Famous"", ""Olympics 1984: A Special Report"", ""Rich Hall's Election Report"", ""Wheel of Fortune Interview"", ""Grandpa Howard"", ""Synchronized Swimming"", ""Audience"", ""Modale and Ferraro"", ""The Buldge"", ""Audience"", ""First Draft Theatre"", ""Book Beat:, ""Running Late"" Musical numbers include ""Hold Me Now"" and ""The Gap"".",M,0,None
S10,Ep2,10,2,10/13/1984,1984,Bob Uecker,Bob Uecker,Peter Wolf,"Sketch's include ""Password"", ""Snap, Crackle and Pop"", ""An American Portrait"", ""Little League Trade"", ""L's"", ""The Mamie Eisenhower Center For The Dull"", ""7x4"", ""Negro Baseball"", ""Lost and Found"", ""Tippi Turtle"", ""SNL Mailbag"", ""Fresh Baseball"" and ""NBC Sports Update"", Musical numbers were ""Lights Out"" and I Need You Tonight"".",M,0,Other
S10,Ep3,10,3,10/20/1984,1984,Jesse Jackson,Jesse Jackson,"Andrae Crouch, Wintley Phipps","Sketch's include ""Advice"", ""Elevator"", ""The Question Is Moot!"", ""Refrigerator Magnet Safety Advisory Board"", ""Just Kidding"", ""First Class"", ""Tippi Turtle"", ""Wrong Voice, Right Face"", ""Funny Black People"", ""Jeane Kirkpartrick"", ""Rich Hall's Election Report"", ""Fashion Report"", ""Rainbow Coalition"" Musical numbers were ""Right Now"" and ""Tell Me Again""",M,0,Other
S10,Ep4,10,4,11/03/1984,1984,Michael McKean,Michael McKean,Chaka Khan & The Folksmen,"Sketch's include ""Gerry And The Mon-Dells"", ""Young Christians for Reagan"", ""Baby Double"", ""Fernando's ""Hideaway"", ""The Folksmen"", ""Buddy Young Jr. Is Back!'. ""First Draft Theater"", ""Madonna Navel Accessories"", ""PBS Pledgebration"", ""Rabbi"", ""Mondale Headquarters"", ""SNL Fashion Report"" Musical numbers are ""Old Joe's Place"", ""I Feel For You"", and ""This is My Night"".",M,0,Actor
S10,Ep5,10,5,11/10/1984,1984,George Carlin,George Carlin,Frankie Goes to Hollywood,Know what this is about?,M,0,Comedian
S10,Ep6,10,6,11/17/1984,1984,Ed Asner,Ed Asner,The Kinks,Know what this is about?,M,0,Actor
S10,Ep7,10,7,12/01/1984,1984,Ed Begley Jr,Ed Begley Jr,Billy Squier,Know what this is about?,M,0,Actor
S10,Ep8,10,8,12/08/1984,1984,Ringo Starr,Ringo Starr,Herbie Hancock,Know what this is about?,M,0,Musician
S10,Ep9,10,9,12/15/1984,1984,Eddie Murphy,Eddie Murphy,Robert Plant & The Honeydrippers,"One skit features Eddie Murphy as Desmond Tutu, who had just received his Nobel Peace Prize, as a guest on a talk show. A fellow guest is Doug Flutie with his just - won Heisman Trophy. Tutu accidentally breaks Flutie's trophy and tries to fix it on air before Flutie notices.",M,0,Comedian
